,obj,P_PV,P_EL,P_FC,P_HS,G_HW,Q_CW,P_HP,P_EB,c_IN,c_OP,other_plan_results
planning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
